,name_txt_file,short_description,category,availability,price,images,full_description,hash_in
275,2020-05-27_01-58-40_UTC.txt,"🖍️ МНОГОРАЗОВЫЕ КНИЖКИ - АКВАРАСКРАСКИ
",Игрушки для ванной,0,250,"http://localhost:8888/sabi/wp-content/uploads/2023/02/2020-05-27_01-58-40_UTC_1.jpg,http://localhost:8888/sabi/wp-content/uploads/2023/02/2020-05-27_01-58-40_UTC_2.jpg,http://localhost:8888/sabi/wp-content/uploads/2023/02/2020-05-27_01-58-40_UTC_3.jpg","⠀➡️ Многоразовая водная раскраска из плотного картона, с маркером.⠀Странички у этой книжки волшебные - достаточно просто провести волшебным маркером, который нужно наполнить водой. Страницы станут цветными, а когда высохнут, то снова окажутся нераскрашенными.⠀Заполни волшебный маркер водой и создавай красочные картинки. Снова и снова!⠀Водные раскраски отлично займут ребенка в дороге, гостях.⠀Раскраски представлены в 11 видах.⠀Размеры книжки: 19*15,5 см.⠀⠀#воднаяраскраска#раскраскаводная#книжкараскраска#воднаяраскраскаоптом#воднаяраскрасканедорого#воднаяраскраскаалматы#волшебнаяраскраска#волшебнаякнижкараскраска#раскраскаводой#раскраскаантистресс#детскаяраскраска#волшебнаяраскраскаводой#водныераскраскиоптом#раскраскиводныеоптом#водныйераскраскиалматы#водныераскраскиастана",1
276,2019-12-07_17-00-47_UTC.txt,"🧾 ОБУЧАЮЩИЙ ПЛАКАТ ""Мой первый алфавит""
",Обучение,1,0,http://localhost:8888/sabi/wp-content/uploads/2023/02/2019-12-07_17-00-47_UTC.jpg,"⠀- в целоф. упаковке- 950 KZT🇰🇿 / 136 RUB🇷🇺⠀- в цветной коробке - 1 200 KZT🇰🇿 / 171 RUB🇷🇺⠀➡️ Электронный обучающий плакат станет отличным помощником для Вашего ребенка а изучении русского и английского алфавита и поможет ребёнку запомнить буквы, цифры и цвета сразу на двух языках.⠀Плакат работает в 5 режимах. С их помощью ребенок сможет сначала получить знания, а затем закрепить в ходе игры и даже пройти небольшой экзамен в режиме «Викторина».⠀Говорящий плакат в лёгкой игровой форме научмт ребёнка проверит полученные знания и ответит на вопросы плаката.⠀Плакат воспроизводит:⠀- русский и английский алфавит;⠀- 56 слов на русском и английском языках;⠀- 11 заданий;⠀- 5 задорных стихов;⠀- режим ""Слушай и запоминай"";⠀- весёлый счёт на русском и английском языках;⠀- задания-викторина ""Проверь себя"";⠀Работает от 3-х батареек типа ААА (не входят в комплект)⠀⠀#обучающийплакат#говорящийплакат#плакатобучающий#плакатыобучающие#обучающаяигрушка#обучающаяигрушкакупить#обучающийплакатоптом#обучающаяигрушканедорого#обучающийплакаталматы#плакатговорящий#обучающиеплакатыоптом#обучающийплакатастана#интерактивныйплакат#интерактивныйплакатоптоминтерактивныйплакаталматы#аудиоплакат#плакатдлямалышей#аудиоплакатыдлямалышей",1
277,2022-04-24_00-26-29_UTC.txt,"🚙 МЕТАЛЛИЧЕСКАЯ МОДЕЛЬ ""Toyota Land Cruiser Prado"" (1:32 масшт.)
",Транспорт и дороги,0,2950,"http://localhost:8888/sabi/wp-content/uploads/2023/02/2022-04-24_00-26-29_UTC_1.jpg,http://localhost:8888/sabi/wp-content/uploads/2023/02/2022-04-24_00-26-29_UTC_2.jpg,http://localhost:8888/sabi/wp-content/uploads/2023/02/2022-04-24_00-26-29_UTC_3.jpg,http://localhost:8888/sabi/wp-content/uploads/2023/02/2022-04-24_00-26-29_UTC_4.jpg","⠀➡️ Представляем Вашему вниманию Toyota Land Cruiser Prado -  стильный японский внедорожник, покоривший сердца автолюбителей во всем мире!⠀Масштабированная модель Toyota Prado 1:32, изготовлена с высокой степенью детализации, обеспечивая максимальное сходство с оригиналом.⠀Автомобиль оснащен функциональными особенностями: открывающимися передними и задними дверями кузова, крышки капота и дверцей багажника, прорезиненными колёсами, стеклянным люком на крыше и инерционным механизмом.⠀Также модель оснащена световыми и звуковыми эффектами (подсветка фар, звуки имитрующие запуск двигателя и разгон автомобиля).⠀👶 ВОЗРАСТ: от 3-лет🧪 МАТЕРИАЛ: металл, пластик🛍️ УПАКОВКА: цветная картонная коробка📦 КОЛ-ВО В ТРАНСПОРТНОЙ КОРОБКЕ:⠀#металлическаямашина#коллекционнаямашина#металическаямодель#модельавтомобиля#металлическиемашины#машинадляигр#игроваямодельмашины#коллекционныйавтомобиль",1
281,2020-09-09_06-55-06_UTC.txt,"📃 ИНТЕРАКТИВНЫЙ АУДИОПЛАКАТ «Морской мир»
",Обучение,1,950,http://localhost:8888/sabi/wp-content/uploads/2023/02/2020-09-09_06-55-06_UTC.jpg,"⠀➡️ С говорящим плакатом ""Морской мир"" ребёнок отправится в морское путешествие, узнает интересные факты про подводных обитателей, прослушает стихи и ответит на вопросы о водных животных.⠀Плакат воспроизводит:⠀ - названия 20 морских обитателей,⠀- 20 интересных фактов,⠀- 10 стихов о жителях морей,⠀- 10 интересных вопросов.⠀Работает от 3-х батареек типа ААА (не входит в комплект)⠀⠀#обучающийплакат#говорящийплакат#плакатобучающий#плакатыобучающие#обучающаяигрушка#обучающаяигрушкакупить#обучающийплакатоптом#обучающаяигрушканедорого#обучающийплакаталматы#плакатговорящий#обучающиеплакатыоптом#обучающийплакатастана#интерактивныйплакат#интерактивныйплакатоптоминтерактивныйплакаталматы#аудиоплакат#плакатдлямалышей#аудиоплакатыдлямалышей",1
285,2020-12-17_17-16-35_UTC.txt,"👩‍🍳 ИГРОВОЙ КОМПЛЕКС ""Кухня"", с водой и паром (44 предмета)
",Сюжетно-ролевые наборы,0,9000,"http://localhost:8888/sabi/wp-content/uploads/2023/02/2020-12-17_17-16-35_UTC_1.jpg,http://localhost:8888/sabi/wp-content/uploads/2023/02/2020-12-17_17-16-35_UTC_2.jpg,http://localhost:8888/sabi/wp-content/uploads/2023/02/2020-12-17_17-16-35_UTC_3.jpg,http://localhost:8888/sabi/wp-content/uploads/2023/02/2020-12-17_17-16-35_UTC_4.jpg,http://localhost:8888/sabi/wp-content/uploads/2023/02/2020-12-17_17-16-35_UTC_5.jpg,http://localhost:8888/sabi/wp-content/uploads/2023/02/2020-12-17_17-16-35_UTC_6.jpg,http://localhost:8888/sabi/wp-content/uploads/2023/02/2020-12-17_17-16-35_UTC_7.jpg,http://localhost:8888/sabi/wp-content/uploads/2023/02/2020-12-17_17-16-35_UTC_8.jpg","⠀➡️ Отличным подарком для  маленькой хозяюшки станет кухня, которая очень похожа на настоящую и имеет в своём комплекте все самые необходимые приборы и компоненты.⠀Эта игрушка не только позволит провести много часов за увлекательной готовкой, но и поспособствует развитию мелкой моторики, воображения и фантазии ребёнка.⠀Детская интерактивная игровая кухня имеет не большой размер, но богатый функционал.⠀Состав кухни:⠀- стойка-основание с 2 нишами и 2 шкафчиками для хранения кухонной утвари и продуктов;⠀- посудомойка и холодильник с открывающимися дверками;⠀- столешница с плитой и мойкой с водопроводным краном;⠀- большой набор посуды и продуктов, состоящий из 44 предметов.⠀Преимущества:⠀1) Конфорка с эффектом «холодного пара». Благодаря встроенному испарителю, создаётся необычный эффект «холодного пара».⠀2) Обе конфорки оснащены световыми и звуковыми эффектами, включая звуки “поджига”, шипения и кипения.⠀3) Кран-помпа, можно использовать воду. В процессе игры можно по-настоящему помыть посуду.⠀Игровой набор Кухня станет прекрасным и очень полезным подарком на любой праздник.⠀Товар представлен в 2 расцветках: серая и розовая.⠀⠀#игрушкиоптом#игрушкиоптомизкитая#игрушкикитай#детскиеигрушки#игрушкидлямальчиков#игрушкидлядевочек#деревянныеигрушки#деревянныеигрушкиоптом#детскиеигрушкиоптом#игрушкисосклада#игрушкидлямалышей#развивающиеигрушки#развивающиеигрушкиоптом#игрушкиразвивающие#игрушкиразвивающиеоптом#детскиеигрушкиизкитая#игрушкиизкитаяоптом#игрушкиоптомиу#игрушкиоптомшаньтоу#игрушкиотпроизводителя#детскиеигрушкиотфабрики#игрушкинапрямуюотфабрики",1
288,2020-06-30_16-14-01_UTC.txt,"🦁 РАЗВИВАЮЩИЙ ИГРОВОЙ ЦЕНТР ""3в1"" ""Львенок""
",Обучение,1,10800,"http://localhost:8888/sabi/wp-content/uploads/2023/02/2020-06-30_16-14-01_UTC_1.jpg,http://localhost:8888/sabi/wp-content/uploads/2023/02/2020-06-30_16-14-01_UTC_2.jpg,http://localhost:8888/sabi/wp-content/uploads/2023/02/2020-06-30_16-14-01_UTC_3.jpg","⠀➡️ Развивающий центр ""3в1"" Львёнок – уникальный центр с возможностью трансформации в 3 игровых пространства:⠀- развивающий коврик с дугами и съёмными игрушками;⠀- игровой манеж с бортиками-сетками;⠀- компактный сухой бассейн с яркими шарами.⠀Этот центр предлагает множество вариантов развлечений для малышей разного возраста и может использоваться от рождения и на протяжении длительного времени!⠀Мягкий коврик в форме милого львёнка с двумя перекрестными дугами имеет в комплекте 4 подвесные игрушки.⠀Игровой коврик с легкостью превращается в мини-манеж с шарами - достаточно просто поднять сетчатые бортики.⠀В голове коврика-львёнка уже хранятся 10 ярких шаров, которые ни одного малыша не оставят равнодушным.⠀Коврик-манеж легко складывается, что позволяет его удобно хранить и комфортно с ним путешествовать.⠀👶 ВОЗРАСТ: от 3-лет🧪 МАТЕРИАЛ: ткань🛍️ УПАКОВКА: цветная картонная коробка📦 КОЛ-ВО В ТРАНСПОРТНОЙ КОРОБКЕ: 12 шт.⠀#развивающийковрикдлямалышей#коврикдляползания#развивающийковрикалматы#развивающийковрикастана#манеждлядетейалматы#манеждлядетейастана#сухойбассейналматы#манеждляребенка#манеждляребенкаалматы#манеждляребенкаастана#коврикдлямалыша#коврикдляигр",1
289,2020-04-18_15-07-59_UTC.txt,"🧠 РАЗВИВАЮЩИЙ НАБОР МОНТЕССОРИ ""14в1""
",Обучение,0,7300,"http://localhost:8888/sabi/wp-content/uploads/2023/02/2020-04-18_15-07-59_UTC_1.jpg,http://localhost:8888/sabi/wp-content/uploads/2023/02/2020-04-18_15-07-59_UTC_2.jpg,http://localhost:8888/sabi/wp-content/uploads/2023/02/2020-04-18_15-07-59_UTC_3.jpg","⠀➡️ Детский развивающий набор Монтессори «14в1» – лучшее, что могут купить родители для развития своего ребенка.⠀Система Монтессори известна во всем мире и развивает не только физические и психологические, но и социальные основы. В ней нет четких границ в свободе, ребенок проявляет полную самостоятельность.⠀Развивающий набор Монтессори «14в1» – это уникальные и самый полный набор для детей от 1 до 2 лет. Множество разных модулей поможет узнать про цвета, формы, научиться элементарному счету, определять высоту и длину предметов, соотношение ""больше-меньше"", ""выше-ниже"" и т.д.⠀Мелкая моторика рук помогает более быстрому становлению речи и данный набор Монтессори «14в1» станет для Вас настоящим открытием.⠀В одном большом наборе Вы найдете сразу 14 модулей разной сложности. Ребенок сможет поочередно играть и развивать свои навыки, оттачивая их с каждым разом.⠀Задействуется логическое мышление и развивается предметная память во всех модулях развивающего набора Монтессори «14в1». Ведь чтобы собрать любую из игр, потребуется в первый раз много усилий, усидчивости и умения выполнять задачи, искать пути их решения, пробуя раз за разом варианты.⠀⠀#деревянныеигрушки#деревянныеигрушкиалматы#деревянныеигрушкиоптом#деревянныеигрушкиоптомалматы#деревянныеигрушкисосклада#деревянныеигрушкинедорого#развивающаяигрушка#развивающиеигрушки#развивашкиоптом#оптомразвивашки#игрушкиразвивающиеоптом#развивающиеигрушкиоптомсосклада#развивающиеигрушкинедорого#развивашкисосклада#развивашкинедорого#набормонтессори14в1#набормонтессори#набормонтессориоптом",1
312,2020-06-03_18-16-29_UTC.txt,"🥴🙄🤪 ИГРА-ГОЛОВОЛОМКА ""Эмоции""
",Головоломки,0,1800,"http://localhost:8888/sabi/wp-content/uploads/2023/02/2020-06-03_18-16-29_UTC_1.jpg,http://localhost:8888/sabi/wp-content/uploads/2023/02/2020-06-03_18-16-29_UTC_2.jpg,http://localhost:8888/sabi/wp-content/uploads/2023/02/2020-06-03_18-16-29_UTC_3.jpg,http://localhost:8888/sabi/wp-content/uploads/2023/02/2020-06-03_18-16-29_UTC_4.jpg,http://localhost:8888/sabi/wp-content/uploads/2023/02/2020-06-03_18-16-29_UTC_5.jpg","⠀➡️ Головоломка Эмоции - это логическая игра для детей от 3 лет на развитие эмоционального интеллекта.⠀Эмоциональный интеллект (EQ) - это способность распознавать эмоции, управлять ими и понимать причину их возникновения.⠀Гармоничное развитие EQ является основой успеха ребенка в обучении, коммуникациях и достижении целей.⠀Игра-головоломка Эмоции познакомит детей с различными эмоциями.⠀Набор состоит из деревянных цветных блоков с изображениями частей эмоций и карточек-заданий.⠀Цель игры: руководствуясь своим логическим мышлением и смекалкой ребенок должен собрать из блоков одного цвета одну из забавных рожиц, согласно выпавшей карточке-заданию.⠀С помощью набора ребенок узнает о многообразии эмоций и даже научиться их уместно применять.⠀Ребенку будет интересно и увлекательно играть кубиками в силу их яркости и притягательности.⠀Все детали блоков головоломки изготовлены из натуральной древесины, хорошо отшлифованы и окрашены экологичной и безвредной краской на водной основе.⠀Игрушка способствует развитию логического мышления, эмоционального интеллекта, сосредоточенности, внимательности, а также фантазии и воображения.⠀В комплекте: 12 цветных деревянных блоков, 50 карточек с заданиями, инструкция.⠀⠀#настольнаяигра#настольныеигры#настольныеигрыоптом#настольныеигрысосклада#настольныеигрыалматы#игранастольная#игрыдлявсейсемьи#иградлядетей#настольныеигрыоптомсосклада#логическиеигрыоптом#логическаяигра#логическиеигры#логическиеигрыдлядетей#детскиелогическиеигры#логическиеигрыалматы#логическиеигрысосклада#логическаяиграсосклада#логическаяиграоптом#играголоволомка#головоломкадлядетей#головоломкидлядетей#детскиеголоволомкиоптом#детскиеголоволомкиалматы#детскиеголоволомкиастана",1
320,2020-04-16_19-39-07_UTC.txt,"🐠 ДЕРЕВЯННАЯ МАГНИТНАЯ РЫБАЛКА ""3в1"" (рыбалка магнитная+вкладыш+шнуровка)
",Вкладыши,0,1100,http://localhost:8888/sabi/wp-content/uploads/2023/02/2020-04-16_19-39-07_UTC.jpg,"⠀➡️ Деревянная магнитная рыбалка «3в1» – это отличная развивающая игрушка для детей от 1,5 лет.⠀Эта игра способствует развитию мелкой моторики и воображения. Она выполнена из натурального дерева и приятная на ощупь.⠀Помимо обычной классической магнитной рыбалки, эту игру можно использовать как рамку вкладыш.⠀Для каждого морского обитателя есть свое место на морском дне, а чтобы малышу было легче соорентироваться соответствующие рисунки нанесены  для каждого обитателя.⠀Третий вариант использования данной игрушки – шнуровка! Каждая фигурка имеет отверстие куда можно вставить шнурочек который идет в комплекте!⠀Вот такая замечательная многофункциональная игрушка!⠀В наборе: 12 рыбок на магнитах, удочка с магнитным наконечником, верёвочка с наконечником.⠀👶 ВОЗРАСТ: от 3-х лет🧪 МАТЕРИАЛ: дерево🛍️ УПАКОВКА: термопленка📦 КОЛ-ВО В ТРАНСПОРТНОЙ КОРОБКЕ: 69 шт.⠀#деревяннаяигрушка#развивающиеигрушки#развивайка#развивашки#развивайкадлядетей#развивашкадлядетей#игрушкимонтессори#монтессориигрушки#деревянныеигрушки#деревянныеигрушкиоптом#деревянныеигрушкиоптомалматы#развивашкидлямалышей#деревянныеигрушкидлямалышей#деревяннаярыбалка#магнитнаярыбалка#деревяннаямагнитнаярыбалка#магнитнаярыбалка3в1#магнитнаядеревяннаярыбалка#деревяннаярыбалкавкладыш#рыбалкавкладыш#вкладышшнуровка#магнитнаярыбалкаоптом#детскаярыбалка#детскаярыбалкаоптом#играрыбалка",1
334,2020-08-23_13-44-44_UTC.txt,"💦 ИГРУШКА ДЛЯ КУПАНИЯ ""Яицо-лейка Дино""
",Игрушки для ванной,0,700,"http://localhost:8888/sabi/wp-content/uploads/2023/02/2020-08-23_13-44-44_UTC_1.jpg,http://localhost:8888/sabi/wp-content/uploads/2023/02/2020-08-23_13-44-44_UTC_2.jpg,http://localhost:8888/sabi/wp-content/uploads/2023/02/2020-08-23_13-44-44_UTC_3.jpg,http://localhost:8888/sabi/wp-content/uploads/2023/02/2020-08-23_13-44-44_UTC_4.jpg","⠀➡️ Забавная игрушка для купания детей - Яйцо с Динозавриком внутри.⠀Эти милые яйца изготовлены из нетоксичного и экологичного ABS пластика, которые имеют очень гладкую и закругленную поверхность, без острых углов и краев, чтобы ваш ребенок играл с ними в безопасности.⠀Опустите яйцо в воду, и динозаврик будет медленно вырываться из скорлупы; когда из яйца вытечет вода, динозаврик вернётся внутрь.⠀Когда яйцо наполнено водой, нажмите на скорлупу и динозаврик будет разбрызгивать воду из-за рта.⠀Эта игрушка мигом превратит обычное купание в веселье!⠀Изготовлено из прочного и экологичного ABS пластика.⠀Размер: 10(14)х9,5х9,5 см.⠀Рекомендовано для малышей от 3-х мес. и старше.⠀Товар поставляется в цветной картонной коробке.⠀#лейкадлякупания#яицолейка#лейкадинозавр#яйцолейка#лейкадинозаврик#игрушкадлякупанияяицо#игрушкадлякупаниядинозавр#игркшкадлякупаниядинозаврик#яицолейкадинозавр#яицолейкадинозаврик#игрушкадлякупания#игрушкадлякупанияоптом#игрушкадлякупанияалматы#игрушкадлямалышей#игрушкадляванны#игрушкадляванныоптом#игрушкадляаигрывводе#водныеигрушки#водныеигрушкиоптом#водныеигрушкиалматы#игрушкидлякупания#игрушкидлякупанияоптом#игрушкидлякупанияалматы",1
343,2020-04-18_14-53-41_UTC.txt,"🧮 ОБУЧАЮЩИЙ НАБОР ""Занимательная математика""
",Математическое развитие и обучение,1,1700,"http://localhost:8888/sabi/wp-content/uploads/2023/02/2020-04-18_14-53-41_UTC_1.jpg,http://localhost:8888/sabi/wp-content/uploads/2023/02/2020-04-18_14-53-41_UTC_2.jpg,http://localhost:8888/sabi/wp-content/uploads/2023/02/2020-04-18_14-53-41_UTC_3.jpg,http://localhost:8888/sabi/wp-content/uploads/2023/02/2020-04-18_14-53-41_UTC_4.jpg","⠀➡️ Начинать учить деток цифрам лучше с раннего возраста. Но чтобы процесс заинтересовал малыша по-настоящему, занятие должно быть не только познавательным, но и увлекательным, весёлым.⠀В этом случае традиционных методов может быть недостаточно. И для этого на помощь к родителям придет этот набор!⠀Освоить цифры непоседе поможет этот замечательный обучающий набор с яркими карточками, цветными объемными цифрами, счетными палочками и карточками-заданиями.⠀Вместе с этой увлекательной игрушкой кроха изучит счет, разовьёт память, воображение, логику, визуальное и слуховое восприятие, моторику рук и просто весело и с пользой проведёт время!⠀⠀#обучающаяигра#обучающиеигры#обучающиеигрыдлядетей#обучающиенаборы#обучающиенаборыдлядетей#набордлясчета#веселаяматематика",1
345,2020-07-19_17-52-55_UTC.txt,"🐧🐣 ИГРУШКА ДЛЯ ИГР В ВОДЕ ""ЯИЦО-ЛЕЙКА (Пингвин / Цыпленок)
",Игрушки для ванной,1,700,"http://localhost:8888/sabi/wp-content/uploads/2023/02/2020-07-19_17-52-55_UTC_1.jpg,http://localhost:8888/sabi/wp-content/uploads/2023/02/2020-07-19_17-52-55_UTC_2.jpg,http://localhost:8888/sabi/wp-content/uploads/2023/02/2020-07-19_17-52-55_UTC_3.jpg,http://localhost:8888/sabi/wp-content/uploads/2023/02/2020-07-19_17-52-55_UTC_4.jpg","⠀➡️ Забавная игрушка для купания детей яйцо с Пингвинёнком и Цыплёнком внутри.⠀Эти милые яйца изготовлены из нетоксичного и экологичного ABS пластика, которые имеют очень гладкую и закругленную поверхность, без острых углов и краев, чтобы ваш ребенок играл с ними в безопасности.⠀Опустите яйцо в воду, и зверёк будет медленно вырываться из скорлупы; когда из яйца вытечет вода, зверёк вернётся внутрь.⠀Когда яйцо наполнено водой, нажмите на скорлупу и зверёк будет разбрызгивать воду из клюва.⠀Эта игрушка мигом превратит обычное купание в веселье!⠀Изготовлено из прочного и экологичного ABS пластика.⠀Размер: 10(14)х9,5х9,5 см.⠀Рекомендовано для малышей от 3-х мес. и старше.⠀Товар поставляется в цветной картонной коробке.⠀⠀#лейкадлякупания#яицолейка#лейкапингвин#яйцолейка#лейкацыпленок#игрушкадлякупанияяицо#игрушкадлякупанияцыпленок#игркшкадлякупанияпингвин#яицолейкапингвин#яицолейкацыпленок#игрушкадлякупания#игрушкадлякупанияоптом#игрушкадлякупанияалматы#игрушкадлямалышей#игрушкадляванны#игрушкадляванныоптом#игрушкадляаигрывводе#водныеигрушки#водныеигрушкиоптом#водныеигрушкиалматы#игрушкидлякупания#игрушкидлякупанияоптом#игрушкидлякупанияалматы",1
346,2021-06-20_15-55-09_UTC.txt,"🖍️ МНОГОРАЗОВАЯ ВОДНАЯ КНИЖКА - РАСКРАСКА
",Разное,0,400,"http://localhost:8888/sabi/wp-content/uploads/2023/02/2021-06-20_15-55-09_UTC_1.jpg,http://localhost:8888/sabi/wp-content/uploads/2023/02/2021-06-20_15-55-09_UTC_2.jpg,http://localhost:8888/sabi/wp-content/uploads/2023/02/2021-06-20_15-55-09_UTC_3.jpg,http://localhost:8888/sabi/wp-content/uploads/2023/02/2021-06-20_15-55-09_UTC_4.jpg,http://localhost:8888/sabi/wp-content/uploads/2023/02/2021-06-20_15-55-09_UTC_5.jpg,http://localhost:8888/sabi/wp-content/uploads/2023/02/2021-06-20_15-55-09_UTC_6.jpg,http://localhost:8888/sabi/wp-content/uploads/2023/02/2021-06-20_15-55-09_UTC_7.jpg,http://localhost:8888/sabi/wp-content/uploads/2023/02/2021-06-20_15-55-09_UTC_8.jpg","➡️ Многоразовые водные раскраски со специальным водным маркером - и никаких испачканных рук, одежды и мебели!⠀Чтобы раскрасить страницы-картинки в этой волшебной книжке не нужны краски, карандаши и фломастеры.⠀Они оживут, стоит только провести по волшебным страничкам маркером.⠀Заполните маркер водой и создавайте красочные картинки.⠀Как только картинка высыхает можно рисовать снова и снова!⠀Водные раскраски отлично займут ребенка дома, в дороге либо гостях.⠀Раскраски в ассортименте (6 видов)⠀⠀#воднаяраскраска#раскраскаводная#книжкараскраска#воднаяраскраскаоптом#воднаяраскрасканедорого#воднаяраскраскаалматы#волшебнаяраскраска#волшебнаякнижкараскраска#раскраскаводой#раскраскаантистресс#детскаяраскраска#волшебнаяраскраскаводой#водныераскраскиоптом#раскраскиводныеоптом#водныйераскраскиалматы#водныераскраскиастана",1
351,2020-04-25_18-48-51_UTC.txt,"🎲 НАСТОЛЬНАЯ ИГРА ""Дженга"" (54 цветных блока)
",Настольные игры,1,1100,http://localhost:8888/sabi/wp-content/uploads/2023/02/2020-04-25_18-48-51_UTC.jpg,"⠀➡️ Играть в Дженга (Падающая башня) стало еще интереснее!⠀Вы строите башню, из которой каждый игрок в свой ход вытаскивает по одному бруску.⠀Бруски теперь покрашены в разные цвета.⠀Бросайте специальный кубик - и он покажет, какого цвета брусок нужно вытащить!⠀Во время игры в настольную игру Дженга с цветными брусками тренируется ловкость, внимательность, пространственное мышление, умение концентрироваться.⠀Версия игры из цветных блоков.⠀👶 ВОЗРАСТ: от 3-х лет🧪 МАТЕРИАЛ: дерево🛍️ УПАКОВКА: цветная коробка📦 КОЛ-ВО В ТРАНСПОРТНОЙ КОРОБКЕ: 50 шт.⠀#дженга#иградженга#дженгаигра#игрападающаябашня#падающаябашняигра#дженгаалматы#дженгаоптом#дженганедорого#jenga#играjenga",1
358,2020-07-31_17-00-22_UTC.txt,"🍵 ДЕРЕВЯННЫЙ НАБОР СТОЛОВОГО СЕРВИЗА (14 предметов)
",Сюжетно-ролевые наборы,0,5900,"http://localhost:8888/sabi/wp-content/uploads/2023/02/2020-07-31_17-00-22_UTC_1.jpg,http://localhost:8888/sabi/wp-content/uploads/2023/02/2020-07-31_17-00-22_UTC_2.jpg,http://localhost:8888/sabi/wp-content/uploads/2023/02/2020-07-31_17-00-22_UTC_3.jpg,http://localhost:8888/sabi/wp-content/uploads/2023/02/2020-07-31_17-00-22_UTC_4.jpg,http://localhost:8888/sabi/wp-content/uploads/2023/02/2020-07-31_17-00-22_UTC_5.jpg,http://localhost:8888/sabi/wp-content/uploads/2023/02/2020-07-31_17-00-22_UTC_6.jpg","⠀➡️ Набор детской посуды из дерева «Вишенка» может стать отличным подарком девочкам от 3-х лет.⠀Такая игрушка отличается привлекательным видом, безопасностью и долговечностью.⠀Красивый продуманный дизайн посуды выполнен в приятном розовом и белом цвете. Предметы имеют красивую форму и декорированы рисунками.⠀Играть с таким набором деткам очень увлекательно, так как они могут разыгрывать интересные сюжеты ролевых игр. Также игрушка пригодится для игры с куклами.⠀В процессе игры малыши научатся основным принципам использования посуды: варить в кастрюльке, использовать соль и перец, резать на дощечке, использовать лопатки и ложечки, заваривать чай, и подавать на стол еду в тарелках.⠀👶 ВОЗРАСТ: от 3-х лет🧪 МАТЕРИАЛ: дерево🛍️ УПАКОВКА: цветная коробка📦 КОЛ-ВО В ТРАНСПОРТНОЙ КОРОБКЕ: 20 шт.⠀#деревяннаяпосуда#посудаигровая#игровойнаборпосуды#посудадетская#набордетскойпосуды#игроваяпосуда#детскаяпосудаиздерева#наборпосудыоптом#посудаоптом#детскаяпосудаоптом#деревяннаяпосудаоптом#посудадлядевочек#наборстоловогосервиза#столовыйсервизалматы#детскиеигрушкиалматы#детскиеигрушкиоптом#детскиеигрушкисосклада",1
361,2020-01-25_03-06-00_UTC.txt,"🔡 ИНТЕРАКТИВНЫЙ АУДИОПЛАКАТ ""ЗооЛэнд""
",Обучение,0,0,"http://localhost:8888/sabi/wp-content/uploads/2023/02/2020-01-25_03-06-00_UTC_1.jpg,http://localhost:8888/sabi/wp-content/uploads/2023/02/2020-01-25_03-06-00_UTC_2.jpg","⠀➡️ Как запомнить правила дорожного движения?⠀С обучающим плакатом Зоолэнд ребёнок освоит правила дорожного движения, а ещё узнает, какие бывают виды транспорта, отгадает загадки, прослушает песенки и запомнит названия дорожных знаков.Плакат воспроизводит:⠀- названия 11 видов транспорта,⠀-16 стихов,⠀-7 песен,⠀-названия 6 профессий,⠀-игру-викторину.⠀⠀- в целоф. упаковке- 950 KZT🇰🇿 / 136 RUB🇷🇺⠀- в цветной коробке - 1 200 KZT🇰🇿 / 171 RUB🇷🇺⠀#говорящийплакат#обучающийплакат#говорящиеплакатыоптом#обучающиеплакатыоптом#обучающиеплакатысосклада#говорящиеплакатысосклада#обучающиеплакатыалматы#обучающиеплакатыастана#обучающиеплакатышымкент",1
370,2020-05-24_22-37-08_UTC.txt,"🎪 ДЕТСКАЯ ИГРОВАЯ ПАЛАТКА ""Шатёр""
",Палатки,0,5000,"http://localhost:8888/sabi/wp-content/uploads/2023/02/2020-05-24_22-37-08_UTC_1.jpg,http://localhost:8888/sabi/wp-content/uploads/2023/02/2020-05-24_22-37-08_UTC_2.jpg","⠀➡️ Необычайно красивый, сказочный шатер не оставит равнодушным ни одного ребенка!⠀Конструкция представляет собой каркас, который собирается из пластиковых трубок, и сверху одевается чехол - палатка.⠀Стенки выполнены из сетчастой ткани, на завязках.⠀При использовании на улице защитит от знойного солнца и послужит укромным уголком.⠀Детская игровая палатка-шатер подойдет для игр, как на улице , так и дома.⠀Большой размер палатки позволит детям в полной мере насладиться игрой.⠀Палатку шатер можно наполнить шариками для бассейна.⠀Размеры: высота -135 см., диаметр - 145 см.⠀Товар представлен в 4 расцветках: розовый, голубой, фиолетовый и салатовый.⠀👶 ВОЗРАСТ: от 3-лет🧪 МАТЕРИАЛ: текстиль, пластик🛍️ УПАКОВКА: тканевая сумка📦 КОЛ-ВО В ТРАНСПОРТНОЙ КОРОБКЕ: 20 шт.⠀#палаткадетскаяигровая#палатказамокалматы#палаткадетская#палаткадлядетей#палаткадетскаяоптом#палаткадлядетейоптом#палаткиигровые#палаткинедорого#палаткашатер#палатказамокоптом#палаткадетскаяалматы#игроваяпалатка#детскаяпалаткаалматы#детскаяпалатка#детскаяпалаткаоптом#палатказамок#палаткадлядевочек#палаткадлямальчиков#палаткашатералматы#палаткашатероптом#шатерпалатка#замокпалатка#замокпалаткаалматы#шатердетский#замокдетский#палаткидетскиеоптом#игровыепалаткиоптом#игровыепалаткиалматы#детскиепалаткиоптом",1
